geonameid,name,lat,lon,region,department,population,settlement_morpheme,naming_language,religious_element,ethnonym,ethnonym_stem,split_ordinal,patronym,patronym_group,eco_term,eco_kind,name_reuse_count
2595759,Abattoirs,14.67944,-17.44972,Dakar,Dakar,0,,,,,,,,,,,1
11523380,Abattoirs I,14.7695,-17.39115,Dakar,Pikine,0,,,,,,1,,,,,1
2254769,Abdallah,16.2367,-13.97621,Saint Louis,Podor,0,,,,,,,,,,,1
2254767,Abdou Dao,14.91578,-15.74054,Louga,Linguere,0,,,,,,,,,,,1
8449410,Abene,13.0,-16.73333,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254764,Abirane Gaye,15.88333,-16.23333,Louga,Louga,0,,,,,,,Gaye,Wolof,,,1
2254766,Abékouta,13.33333,-14.61667,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
2254765,Abéné,12.99857,-16.72095,Ziguinchor,Bignona,0,,,,,,,,,,,1
6647970,Acaré,14.76864,-12.76723,Matam,Kanel,0,,,,,,,,,,,1
2254763,Adabéré,15.13953,-12.78577,Matam,Kanel,0,,,,,,,,,,,1
2254761,Adiana,12.45,-15.81667,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254760,Adioufa,12.54333,-15.75417,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254759,Adjing,12.4575,-15.67194,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254758,Adoune Bram,12.46833,-15.91583,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254762,Adéane,12.63,-16.01694,Ziguinchor,Ziguinchor,2115,,,,,,,,,,,1
2254754,Affiniam,12.65444,-16.36278,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254755,Affé,15.75,-16.3,Louga,Louga,0,,,,,,,,,,,1
6917788,Afia,12.5526,-12.5293,Kedougou,Kedougou,0,,,,,,,,,,,1
6917799,Afia II,12.3693,-12.3119,Kedougou,Kedougou,0,,,,,,2,,,,,1
13507312,Afia Mbaké,14.57982,-16.14895,Diourbel,Diourbel,0,,,,,,,,,,,1
2251188,Afé,15.1316,-15.4272,Louga,Linguere,0,,,,,,,,,,,2
6920416,Afé,15.385,-16.23,Louga,Kebemer,0,,,,,,,,,,,2
2254756,Afé Gouye,14.78913,-15.94269,Diourbel,Mbacke,0,,,,,,,,,gouye,tree,1
13554091,Afé Lévé,14.38335,-15.2791,Kaffrine,Malem Hodar,0,,,,,,,,,,,1
2251190,Afé Mouride,14.14021,-15.60197,Kaffrine,Kaffrine,0,,,,,,,,,,,1
2596047,Afé Niang,15.775,-16.25917,Louga,Louga,0,,,,,,,Niang,Wolof,,,2
2596050,Afé Niang,15.78,-16.295,Louga,Louga,0,,,,,,,Niang,Wolof,,,2
2244755,Afé Tialène,14.14028,-15.57828,Kaffrine,Kaffrine,0,,,,,,,,,,,1
13554550,Afé Tidjane,14.14416,-15.59032,Kaffrine,Kaffrine,0,,,,,,,,,,,1
2254751,Aga Babou,14.33866,-16.75282,Thies,Mbour,0,,,,,,,,,,,1
2254752,Aga Biram,14.35442,-16.76818,Thies,Mbour,0,,,,,,,,,,,1
13507449,Aga Ndimak,14.35493,-16.74521,Thies,Mbour,0,,,,,,,,,,,1
2254749,Agnak Grand,12.57194,-16.10472,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254748,Agnak Petit,12.57194,-16.12194,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
8556219,Agnam Civol,16.005,-13.69306,Matam,Matam,0,,,,,,,,,,,1
2251541,Agnam Goli,16.00793,-13.69318,Matam,Matam,0,,,,,,,,,,,1
2249295,Agnam Lidoubé,16.00111,-13.68814,Matam,Matam,0,,,,,,,,,,,1
2254747,Aguior,12.93333,-16.13333,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254746,Ahabétou Talap,14.86667,-15.61667,Louga,Linguere,0,,,,,,,,,,,1
2254744,Ahibdia,15.5255,-15.8451,Louga,Louga,0,,,,,,,,,,,1
2254743,Ahinga,12.4125,-16.36417,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254745,Ahèr,12.67333,-16.7,Ziguinchor,Bignona,0,,,,,,,,,,,1
6611635,Ainoumadi,15.26528,-12.9275,Matam,Kanel,0,,,,,,,,,,,1
2254735,Akal,12.8,-13.66667,Kolda,Velingara,0,,,,,,,,,,,1
2254734,Akintou,12.53194,-15.88,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254733,Akoundé,13.13333,-14.33333,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
2254730,Aladji Omar,15.0348,-15.8882,Louga,Kebemer,0,,,,,,,,,,,1
2254729,Alahina,14.43173,-12.19908,Tambacounda,Bakel,0,,,,,,,,,,,1
2254728,Alahina Boucar,14.82649,-12.48007,Tambacounda,Bakel,0,,,,,,,,,,,1
2254727,Alakounda,13.16667,-15.96667,Ziguinchor,Bignona,0,kounda,Mandinka,,,,,,,,,1
2254725,Alali,13.93333,-13.48333,Tambacounda,Goudiry,0,,,,,,,,,,,1
2254724,Alalon,12.98333,-14.56667,Kolda,Kolda,0,,,,,,,,,,,1
2254726,Alaléri,14.84743,-12.54381,Tambacounda,Bakel,0,,,,,,,,,,,1
2254720,Alana,15.0369,-14.462,Matam,Ranerou,0,,,,,,,,,,,2
2254721,Alana,14.91747,-12.61591,Matam,Kanel,0,,,,,,,,,,,2
2254719,Alanbato,12.89583,-15.56444,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254718,Alarba,16.43194,-15.70611,Saint Louis,Dagana,0,,,,,,,,,,,1
2254715,Albadar,13.00234,-16.69626,Ziguinchor,Bignona,0,,,,,,,,,,,1
13553440,Aldiouma Dangue,14.5167,-15.67631,Fatick,Gossas,0,,,,,,,,,,,1
2254714,Alfa Sadou,12.7,-15.01667,Kolda,Kolda,0,,,,,,,,,,,1
2254709,Ali Ndènè,15.5075,-15.7925,Louga,Louga,0,,,,,,,,,,,1
2254712,Ali Ngane,14.07301,-15.64602,Kaffrine,Birkelane,0,,,,,,,,,,,1
2254705,Ali Ouri,15.96667,-13.36667,Matam,Matam,0,,,,,,,,,,,1
2254704,Ali Yoro Ndéro,15.6845,-15.7304,Louga,Louga,0,,,,,,,,,,,1
2254711,Alika,14.68333,-15.63333,Fatick,Gossas,0,,,,,,,,,,,1
2254710,Alikali,12.91667,-13.7,Kolda,Velingara,0,,,,,,,,,,,1
2254707,Alinnguel,13.8004,-12.17463,Tambacounda,Bakel,0,,,,,,,,,,,1
2254706,Alinnkané,14.21382,-12.20914,Tambacounda,Bakel,0,,,,,,,,,,,1
2254713,Alié,14.90932,-15.88334,Diourbel,Mbacke,0,,,,,,,,,,,1
2254703,Alkalikounda,12.86889,-15.94389,Sedhiou,Sedhiou,0,kounda,Mandinka,,,,,,,,,1
2254702,Alla Gaouri,13.91667,-15.6,Kaffrine,Birkelane,0,,,,,,,,,,,1
2254701,Allagué,14.13333,-13.03333,Tambacounda,Goudiry,0,,,,,,,,,,,1
2254695,Alo,16.59467,-14.47133,Saint Louis,Podor,0,,,,,,,,,,,1
2254694,Alouki,14.28377,-15.66547,Kaffrine,Kaffrine,0,,,,,,,,,,,1
2254698,Alouki Ndoukoumane,14.18656,-15.38073,Kaffrine,Malem Hodar,0,,,,,,,,,,,1
13554076,Aloukéssé,14.28218,-15.60316,Kaffrine,Kaffrine,0,,,,,,,,,,,1
2254693,Aloulaye,15.76667,-16.16667,Louga,Louga,0,,,,,,,,,,,1
2254692,Alouniang,15.324,-15.8143,Louga,Linguere,0,,,,,,,,,,,1
2254691,Aloute,12.89556,-15.97389,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254688,Amadji,14.61007,-12.22845,Tambacounda,Bakel,0,,,,,,,,,,,1
2254686,Amadra,13.25,-14.08333,Kolda,Velingara,0,,,,,,,,,,,1
2254689,Amady Ounaré,15.34714,-13.01647,Matam,Kanel,10175,,,,,,,,,,,1
2254684,Amali,15.7488,-15.2522,Louga,Linguere,0,,,,,,,,,,,2
2254685,Amali,15.73746,-15.26994,Louga,Linguere,0,,,,,,,,,,,2
2254683,Amama,14.93333,-15.85,Diourbel,Mbacke,0,,,,,,,,,,,1
2254682,Amanatoulaye,13.03333,-13.86667,Kolda,Velingara,0,,,,,,,,,,,1
2596083,Amat Ba,15.82917,-16.39,Louga,Louga,0,,,,,,,Ba,Pulaar,,,1
2254673,Amat Niawèl,14.76017,-15.87536,Diourbel,Mbacke,0,,,,,,,,,,,1
2254676,Amdalaye,12.71667,-13.03333,Kedougou,Salemata,0,,,,,,,,,,,1
2596003,Amoura,16.19111,-16.36389,Saint Louis,Dagana,0,,,,,,,,,,,1
2254672,Anabiko,12.85,-12.46667,Kedougou,Kedougou,0,,,,,,,,,,,1
2254671,Anambé,12.95,-14.15,Kolda,Kolda,0,,,,,,,,,,,1
2254668,Andal,15.1892,-16.8053,Thies,Tivaoune,0,,,,,,,,,,,1
2254658,Andiaré,15.29024,-13.17446,Matam,Kanel,0,,,,,,,,,,,1
2254667,Andioumé,12.89222,-15.74833,Sedhiou,Bounkiling,0,,,,,,,,,,,1
13506976,Angle Dias,14.60252,-16.41525,Diourbel,Bambey,0,,,,,,,,,,,1
2254664,Angoussaka,12.5493,-12.4319,Kedougou,Kedougou,0,,,,,,,,,,,1
2254663,Anguéniapissa,12.45,-12.26667,Kedougou,Kedougou,0,,,,,,,,,,,1
2254662,Aniam Lrlabe,15.96667,-13.63333,Matam,Matam,0,,,,,,,,,,,1
2254661,Aniam-Touguel,16.52768,-14.80763,Saint Louis,Podor,0,,,,,,,,,,,1
2254660,Anisse,12.56639,-15.73194,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254659,Ankobiri,12.44722,-15.77833,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254657,Anpountoum,12.92583,-15.805,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254653,Antou Mane,14.76667,-16.08333,Diourbel,Mbacke,0,,,,,,,,,,,1
2254652,Aorane,15.2562,-14.4579,Matam,Ranerou,0,,,,,,,,,,,1
2254648,Aourou,14.69207,-12.25211,Tambacounda,Bakel,0,,,,,,,,,,,1
2254649,Aouré,15.14279,-12.94859,Matam,Kanel,0,,,,,,,,,,,1
2254644,Apol Peul,15.16667,-16.16667,Louga,Kebemer,0,,,,Peul (Fulani),Apol,,,,,,1
2254647,Apé Dembagourou,15.01182,-12.74817,Matam,Kanel,0,,,,,,,,,,,1
2254646,Apé Dialoubé,15.00477,-12.74579,Matam,Kanel,0,,,,,,,,,,,1
6611628,Apé Diaoubé,15.01866,-12.75035,Matam,Kanel,0,,,,,,,,,,,1
2254645,Apé Sakobé,14.99441,-12.73814,Matam,Kanel,0,,,,,,,,,,,1
2254642,Arafat,14.7368,-17.45369,Dakar,Dakar,0,,,,,,,,,,,3
2254643,Arafat,14.07566,-15.08864,Kaffrine,Koungheul,0,,,,,,,,,,,3
2595804,Arafat,14.71657,-17.25948,Dakar,Rufisque,0,,,,,,,,,,,3
2254641,Araldé Diâbèl,14.60497,-15.59675,Fatick,Gossas,0,,,,,,,,,,,1
2254639,Aram,16.33574,-14.17248,Saint Louis,Podor,0,,,,,,,,,,,1
2254638,Aramine,14.75,-16.81667,Thies,Thies,0,,,,,,,,,,,1
2254635,Ardo Mademba,15.4546,-15.0938,Louga,Linguere,0,,,,,,,,,,,1
2254634,Ardoulaye,13.48333,-13.46667,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2254632,Arigabo,14.39605,-12.45965,Tambacounda,Bakel,0,,,,,,,,,,,1
2254630,Aroundou,14.76353,-12.25279,Tambacounda,Bakel,0,,,,,,,,,,,1
2249981,Arwal,13.8992,-16.10361,Kaolack,Kaolack,0,,,,,,,,,,,1
2254629,As,16.60868,-14.97566,Saint Louis,Podor,0,,,,,,,,,,,1
2254741,Asndé Balla,16.01463,-13.71137,Matam,Matam,0,,,,,,,,,,,1
2254626,Assoumoune,12.47194,-15.74639,Sedhiou,Goudomp,0,,,,,,,,,,,1
6644072,Asséré,15.22667,-13.34391,Matam,Kanel,0,,,,,,,,,,,1
2254625,Atadialama,12.58583,-16.75444,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254624,Atak,12.6725,-12.4592,Kedougou,Kedougou,0,,,,,,,,,,,1
2254617,Atiou Samba Faye,14.31199,-15.96164,Kaolack,Guinguineo,0,,,,,,,Faye,Sérèr,,,1
2254616,Atioum,12.67472,-16.07278,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254615,Atouré,12.49278,-16.31583,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254618,Até Ndiaye,14.35,-15.85,Kaolack,Guinguineo,0,,,,,,,Ndiaye,Wolof,,,1
2254613,Awataba,12.98333,-14.2,Kolda,Kolda,0,,,,,,,,,,,1
2254610,Aye Noumane,14.46667,-15.73333,Kaolack,Guinguineo,0,,,,,,,,,,,1
2254609,Ayméroua,15.46565,-15.63803,Louga,Linguere,0,,,,,,,,,,,1
2254608,Aynoumal,15.843,-15.9926,Louga,Louga,0,,,,,,,,,,,1
2254736,Aynoumane,15.0131,-16.2897,Thies,Tivaoune,0,,,,,,,,,,,1
2254607,Ayoum,12.45389,-16.53444,Ziguinchor,Oussouye,0,,,,,,,,,,,1
2254612,Ayénémadi,13.13333,-13.66667,Kolda,Velingara,0,,,,,,,,,,,1
2595547,Aï,14.73449,-17.12045,Thies,Thies,0,,,,,,,,,,,1
2254742,Aïdara,13.68153,-16.42862,Fatick,Foundiougne,0,,,,,,,,,,,1
6917802,Aïkoun,12.4445,-12.7397,Kedougou,Salemata,0,,,,,,,,,,,1
13504602,Aïnoumadi,14.97676,-16.77288,Thies,Tivaoune,0,,,,,,,,,,,1
2254737,Aïnoumal,15.85,-16.01667,Louga,Louga,0,,,,,,,,,,,3
2254738,Aïnoumal,13.96667,-15.13333,Kaffrine,Koungheul,0,,,,,,,,,,,3
2254739,Aïnoumal,13.61667,-15.66667,Kaolack,Nioro Du Rip,0,,,,,,,,,,,3
13553593,Aïnoumane,14.5863,-15.28701,Kaffrine,Malem Hodar,0,,,,,,,,,,,2
13658232,Aïnoumane,13.9689,-16.22801,Fatick,Foundiougne,0,,,,,,,,,,,2
13554672,Aïnoumane Deux,14.2012,-15.16385,Kaffrine,Malem Hodar,0,,,,,,2,,,,,1
2254611,Aïnoumane Madina,14.42356,-15.75482,Kaolack,Guinguineo,0,,,madina,,,,,,,,1
13554693,Aïnoumane Un,14.10598,-15.37056,Kaffrine,Malem Hodar,0,,,,,,1,,,,,1
2254740,Aïné Madi,12.71667,-14.98333,Kolda,Kolda,0,,,,,,,,,,,1
2595628,Aïtia,14.71104,-17.15933,Dakar,Rufisque,0,,,,,,,,,,,1
2254600,Baba Galé,13.68333,-13.65,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2254599,Baba Garage,14.9432,-16.49045,Diourbel,Bambey,0,,,,,,,,,,,1
2254598,Baba Gaye,14.98333,-16.08333,Louga,Kebemer,0,,,,,,,Gaye,Wolof,,,1
2254602,Bababé,14.22294,-12.4048,Tambacounda,Bakel,0,,,,,,,,,,,1
2254601,Babadi,12.85639,-15.5,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254596,Babak,14.70514,-16.90348,Thies,Thies,0,,,,,,,,,,,1
2254595,Babali,13.80097,-16.54879,Fatick,Foundiougne,0,,,,,,,,,,,1
2254593,Babar,14.71667,-15.93333,Diourbel,Mbacke,0,,,,,,,,,,,1
2254592,Babate,12.70056,-16.05861,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254587,Babine Tiakré,14.7,-16.76667,Thies,Thies,0,,,,,,,,,,,1
2254586,Babinguél,14.65,-13.31667,Matam,Kanel,0,,,,,,,,,,,1
2254585,Babira,12.88083,-15.715,Sedhiou,Sedhiou,0,,,,,,,,,,,1
13509013,Babol,14.31823,-16.22569,Kaolack,Kaolack,0,,,,,,,,,,,1
2254583,Babonda,12.43278,-16.27083,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254582,Babongoulou,14.96559,-12.73619,Matam,Kanel,0,,,,,,,,,,,1
2254580,Babou,13.68333,-15.7,Kaolack,Nioro Du Rip,0,,,,,,,,,,,1
2254578,Babou Naïm,14.53333,-15.83333,Fatick,Gossas,0,,,,,,,,,,,1
7118123,Baboucar Toumbou,14.10898,-16.71909,Fatick,Fatick,900,,,,,,,,,,,1
2254591,Babâk,14.67163,-16.53458,Diourbel,Bambey,0,,,,,,,,,,,1
13506510,Babèl,14.50137,-16.96799,Thies,Mbour,0,,,,,,,,,,,1
2254590,Babél,12.6548,-12.4872,Kedougou,Kedougou,0,,,,,,,,,,,1
2253963,Bad,14.55876,-16.54047,Thies,Mbour,0,,,,,,,,,,,1
2254574,Badagar,12.85,-16.28333,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254570,Badar,15.43333,-16.45,Louga,Kebemer,0,,,,,,,,,,,2
2254571,Badar,15.01667,-16.46667,Diourbel,Bambey,0,,,,,,,,,,,2
2254569,Badar Diaye,15.51667,-16.33333,Louga,Kebemer,0,,,,,,,,,,,1
2254568,Badar Ndaye,15.58333,-16.36667,Louga,Kebemer,0,,,,,,,,,,,1
2254565,Badem,12.45417,-16.31222,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254562,Badi,13.15,-13.23333,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2254560,Badiana,12.91611,-16.43806,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254558,Badiandian,12.70833,-15.58833,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254557,Badiandoum,13.3,-15.46667,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2254555,Badiane,15.1047,-15.8754,Louga,Kebemer,0,,,,,,,,,,,2
2254556,Badiane,14.83333,-15.83333,Diourbel,Mbacke,0,,,,,,,,,,,2
2254554,Badiane Nèm,14.61667,-15.75,Fatick,Gossas,0,,,,,,,,,,,1
2254552,Badiara,13.21667,-14.2,Kolda,Velingara,0,,,,,,,,,,,1
2254549,Badiari,12.62528,-15.56472,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254547,Badiat,12.51806,-16.38528,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254542,Badimbour,13.1,-15.7,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2254539,Badindin,13.21667,-15.61667,Sedhiou,Bounkiling,0,,,,,,,,,,,2
2254540,Badindin,13.11667,-15.38333,Sedhiou,Bounkiling,0,,,,,,,,,,,2
2254538,Badinnding,12.63056,-15.44528,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254537,Badioal,12.73444,-16.33083,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254536,Badion,13.08333,-14.35,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
2254535,Badiongo,12.4525,-15.95306,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
13658767,Badionka,13.10071,-16.17807,Ziguinchor,Bignona,0,,,,,,,,,,,2
13658795,Badionka,13.08203,-16.13703,Ziguinchor,Bignona,0,,,,,,,,,,,2
2254534,Badionkoto,12.49,-16.24556,Ziguinchor,Ziguinchor,0,,,,,,,,,,,2
13658730,Badionkoto,13.0635,-16.57975,Ziguinchor,Bignona,0,,,,,,,,,,,2
2254533,Badionkoton,12.49972,-16.38361,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254532,Badiou Batan,12.75,-13.85,Kolda,Velingara,0,,,,,,,,,,,1
2254279,Badioula,12.82621,-11.80636,Kedougou,Saraya,0,,,,,,,,,,,1
2254531,Badiouré,12.87722,-16.13889,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254546,Badié,12.45,-11.55,Kedougou,Saraya,0,,,,,,,,,,,1
2254544,Badiéléli,12.93944,-16.51861,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254530,Badji,14.8333,-15.57364,Diourbel,Mbacke,0,,,,,,,Badji,Diola,,,1
2254527,Badjikounda,13.25,-15.76667,Sedhiou,Bounkiling,0,kounda,Mandinka,,,,,,,,,2
2254528,Badjikounda,12.68222,-15.86,Sedhiou,Sedhiou,0,kounda,Mandinka,,,,,,,,,2
2254526,Badjimor,12.68306,-15.56667,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254524,Badobar,12.59111,-15.51083,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254523,Badogor Boki,15.7735,-14.4895,Saint Louis,Podor,0,,,,,,,,,,,1
2254522,Badogor Doune,15.7793,-14.5181,Matam,Ranerou,0,,,,,,,,,,,1
13658086,Badokh,13.88161,-16.41052,Fatick,Foundiougne,0,,,,,,,,,,,1
2254521,Badon,12.9163,-12.3748,Kedougou,Kedougou,0,,,,,,,,,,,1
13658088,Badoudou,13.85117,-16.40217,Fatick,Foundiougne,0,,,,,,,,,,,1
2254520,Badouga,12.82472,-15.49944,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254519,Badoumba Diaé,13.2,-15.73333,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2254518,Badoumba Kéréouane,13.21667,-15.73333,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2254517,Badoumba Mamadou,13.18333,-15.71667,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2254564,Badèm,15.58333,-16.25,Louga,Louga,0,,,,,,,,,,,1
2254563,Badèm Ouolof,15.81472,-16.36,Louga,Louga,0,,,,Wolof,Badèm,,,,,,1
2254515,Bafabantan,12.97611,-15.69583,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2254513,Bafata,12.46444,-15.83139,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254508,Bafikane,12.47056,-16.40417,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254507,Bafoundou,12.8302,-12.3429,Kedougou,Kedougou,0,,,,,,,,,,,1
2254493,Bag Dobé,15.9633,-14.6547,Saint Louis,Podor,0,,,,,,,,,,,1
2254503,Bagadadji,13.65124,-16.48918,Fatick,Foundiougne,0,,,,,,,,,,,4
2254504,Bagadadji,13.42321,-13.00094,Tambacounda,Goudiry,0,,,,,,,,,,,4
2254505,Bagadadji,12.8,-15.05,Kolda,Kolda,0,,,,,,,,,,,4
2254506,Bagadadji,12.64472,-15.66417,Sedhiou,Sedhiou,0,,,,,,,,,,,4
2254502,Bagaga,12.68694,-16.29583,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254501,Bagame,12.41028,-16.31611,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
13509083,Bagana Sérèr,14.19958,-16.76761,Thies,Mbour,0,,,,Sérèr,Bagana,,,,,,1
2254499,Bagana Wolof,14.18637,-16.7539,Thies,Mbour,0,,,,Wolof,Bagana,,,,,,1
2254498,Baganha,12.6,-16.05,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254496,Bagata,12.45409,-11.49646,Kedougou,Saraya,0,,,,,,,,,,,1
2254495,Bagaya,12.73056,-16.4,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254494,Bagayogo,13.9,-13.43333,Tambacounda,Goudiry,0,,,,,,,,,,,1
13551144,Bagdad,14.91187,-15.86237,Diourbel,Mbacke,0,,,,,,,,,,,1
2254492,Baghanga,12.73333,-15.98333,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254490,Bagni-Bagni,12.93036,-11.64605,Kedougou,Saraya,0,,,,,,,,,,,1
2254488,Bagone,15.93333,-13.71667,Matam,Matam,0,,,,,,,,,,,1
13507341,Bagoubél,14.35929,-16.89803,Thies,Mbour,0,,,,,,,,,,,1
13509069,Bagui,14.25185,-16.2172,Kaolack,Kaolack,0,,,,,,,,,,,1
2254487,Bahanga,12.88333,-16.08333,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254485,Baharé,12.78333,-12.9,Kedougou,Kedougou,0,,,,,,,,,,,2
2254486,Baharé,12.76667,-12.88333,Kedougou,Salemata,0,,,,,,,,,,,2
13552841,Bahdad,14.54106,-15.78224,Fatick,Gossas,0,,,,,,,,,,,1
2254483,Bahiré Foula,12.56667,-12.65,Kedougou,Salemata,0,,,,,,,,,,,1
2254482,Bahis Sek,15.56667,-16.35,Louga,Kebemer,0,,,,,,,,,,,1
2254474,Baili-Ouamédaka,13.36396,-12.57656,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2254452,Bak,14.2,-16.01667,Kaolack,Guinguineo,0,,,,,,,,,,,2
13506748,Bak,14.56911,-16.64112,Thies,Mbour,0,,,,,,,,,,,2
2254445,Bak Samba Dior,14.29385,-16.03745,Kaolack,Guinguineo,0,,,,,,,,,,,1
2254451,Bakadadji,13.23333,-13.48333,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2254450,Bakadaji,13.03333,-15.6,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2248700,Bakakak,14.59632,-16.48441,Diourbel,Bambey,0,,,,,,,,,,,1
2254449,Bakao,16.58333,-15.1,Saint Louis,Podor,0,,,,,,,,,,,1
2254448,Bakaouka,12.5399,-12.7965,Kedougou,Salemata,0,,,,,,,,,,,1
2254447,Bakayoko,13.21667,-14.15,Kolda,Velingara,0,,,,,,,,,,,1
2254446,Bakbous,14.66667,-16.4,Diourbel,Bambey,0,,,,,,,,,,,1
2254441,Bakel,14.90238,-12.45935,Tambacounda,Bakel,13329,,,,,,,,,,,1
2593135,Bakhalou,13.84976,-16.57822,Fatick,Foundiougne,0,,,,,,,,,,,1
13507456,Bakhamaye,14.40088,-16.58886,Fatick,Fatick,0,,,,,,,,,,,1
2254437,Bakhda,15.85,-16.15,Louga,Louga,0,,,,,,,,,,,1
2254436,Bakhère,15.46667,-16.31667,Louga,Kebemer,0,,,,,,,,,,,1
2254435,Bakhès,15.28333,-16.23333,Louga,Kebemer,0,,,,,,,,,,,1
2254432,Baki Baki,12.68333,-13.1,Kedougou,Salemata,0,,,,,,,,,,,1
13658772,Bakingaye,13.14981,-16.13172,Ziguinchor,Bignona,0,,,,,,,,,,,1
13507248,Bako Gour,14.54446,-16.21598,Fatick,Fatick,0,,,,,,,,,,,1
2253713,Bakobof,14.38131,-16.68018,Fatick,Fatick,0,,,,,,,,,,,1
13658068,Bakoling,13.80629,-16.47115,Fatick,Foundiougne,0,,,,,,,,,,,1
2254429,Bakopone,14.63333,-16.55,Diourbel,Bambey,0,,,,,,,,,,,1
2254428,Bakor,12.96667,-14.73333,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
2254424,Bakoum,12.72111,-15.56278,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2254423,Bakoundi,12.56667,-15.85,Sedhiou,Goudomp,0,,,,,,,,,,,1
2254422,Bakounou,12.45,-16.41667,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2254421,Bakoura,14.81233,-15.77573,Diourbel,Mbacke,0,,,,,,,,,,,1
2254420,Bakous,13.73453,-16.60587,Fatick,Foundiougne,0,,,,,,,,,,,1
2254439,Bakèm Tataguine,14.42582,-16.63052,Fatick,Fatick,0,,,,,,,,,,,1
2254438,Bakésaloum,13.71667,-15.83333,Kaolack,Nioro Du Rip,0,,,,,,,,,,,1
2254371,Bal Gaye,15.05,-16.93333,Thies,Tivaoune,0,,,,,,,Gaye,Wolof,,,1
2254354,Bal Mayata,14.25,-14.51667,Tambacounda,Koumpentoum,0,,,,,,,,,,,1
2254418,Bala,14.03333,-13.16667,Tambacounda,Goudiry,0,,,,,,,,,,,1
2254413,Bala Bassène,13.06864,-16.19232,Ziguinchor,Bignona,0,,,,,,,,,,,1
2254412,Bala Bougou,14.33998,-16.83066,Thies,Mbour,0,,,,,,,,,,,1
2254409,Bala Diobène,14.96667,-15.8,Louga,Linguere,0,,,,,,,,,,,1
13658790,Bala Djifalone,13.07554,-16.18666,Ziguinchor,Bignona,0,,,,,,,,,,,1
