geonameid,name,lat,lon,region,department,population,settlement_morpheme,naming_language,religious_element,ethnonym,ethnonym_stem,split_ordinal,patronym,patronym_group,eco_term,eco_kind,name_reuse_count
2249076,Mabo,13.91667,-15.68333,Kaffrine,Birkelane,0,,,,,,,,,,,1
2249075,Madayana,15.80194,-16.43417,Louga,Louga,0,,,,,,,,,,,1
13554030,Madia,14.28425,-15.82104,Kaolack,Guinguineo,0,,,,,,,,,,,1
2249070,Madiali,13.5,-13.56667,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2249069,Madianké,13.25,-14.95,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
2249066,Madifatouma,13.57776,-12.88486,Tambacounda,Goudiry,0,,,,,,,,,,,1
2248444,Madina,14.72306,-15.82945,Diourbel,Mbacke,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249053,Madina,15.25,-13.9,Matam,Ranerou,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249055,Madina,13.98333,-14.95,Kaffrine,Koungheul,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249056,Madina,13.98333,-14.53333,Tambacounda,Koumpentoum,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249057,Madina,13.86667,-13.53333,Tambacounda,Goudiry,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249058,Madina,13.31667,-15.75,Sedhiou,Bounkiling,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249059,Madina,13.16969,-11.789,Kedougou,Saraya,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249060,Madina,13.05,-14.28333,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249061,Madina,12.76417,-15.22611,Sedhiou,Goudomp,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249062,Madina,12.69694,-15.845,Sedhiou,Sedhiou,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249063,Madina,12.62472,-15.68139,Sedhiou,Sedhiou,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249064,Madina,12.50972,-16.03528,Ziguinchor,Ziguinchor,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249065,Madina,12.51667,-15.78333,Sedhiou,Goudomp,0,medina,Arabic>Wolof,madina,,,,,,,,14
13509084,Madina,14.17331,-16.77225,Thies,Mbour,0,medina,Arabic>Wolof,madina,,,,,,,,14
2249051,Madina Abdou,12.86667,-14.58333,Kolda,Kolda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249050,Madina Alfa,13.26667,-14.61667,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249048,Madina Amadi Sédi,14.22967,-12.76672,Tambacounda,Goudiry,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249049,Madina Amadé Malik,13.95,-13.51667,Tambacounda,Goudiry,0,medina,Arabic>Wolof,madina,,,,,,,,1
6917778,Madina Arsas,12.6274,-12.8743,Kedougou,Salemata,0,medina,Arabic>Wolof,madina,,,,,,,,1
2248446,Madina Babou,14.00427,-15.83564,Kaolack,Kaolack,0,medina,Arabic>Wolof,madina,,,,,,,,1
13658001,Madina Bacar Sar,13.77556,-16.43398,Fatick,Foundiougne,0,medina,Arabic>Wolof,madina,,,,Sar,Wolof,,,1
2249047,Madina Bafé,12.49656,-11.52883,Kedougou,Saraya,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249046,Madina Bayène,13.31667,-14.71667,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249045,Madina Beye,15.28333,-16.68333,Louga,Kebemer,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249044,Madina Birane,13.38333,-14.8,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249043,Madina Boïdo Kamara,13.2,-14.98333,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
13658726,Madina Daffé,13.1175,-16.63586,Ziguinchor,Bignona,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249042,Madina Dahaba,13.43333,-14.96667,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249041,Madina Dantilia,12.81663,-11.91286,Kedougou,Saraya,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249040,Madina Diaka,13.8,-13.96667,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249038,Madina Diam,13.56667,-13.56667,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249037,Madina Diamboye,13.21667,-14.38333,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249036,Madina Dianambé Kandé,13.06667,-15.08333,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249035,Madina Dianbéré,13.15,-14.16667,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,1
2248445,Madina Dianké,14.17598,-15.35642,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554666,Madina Dék Gouye,14.06071,-15.05408,Kaffrine,Koungheul,0,medina,Arabic>Wolof,madina,,,,,,gouye,tree,1
13553595,Madina Fal,14.71563,-15.43278,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,Fal,Wolof,,,1
2249033,Madina Faroto,12.66962,-11.79902,Kedougou,Kedougou,0,medina,Arabic>Wolof,madina,,,,,,,,1
2248434,Madina Fas,14.15532,-15.17995,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249032,Madina Finndiféto,12.80583,-15.52889,Sedhiou,Sedhiou,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249031,Madina Fofana,13.15,-13.96667,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249030,Madina Foulbé,13.85179,-12.08093,Tambacounda,Bakel,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249029,Madina Kodiolani,13.60545,-12.62041,Tambacounda,Goudiry,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249028,Madina Kokoun,13.33333,-13.76667,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,1
13553613,Madina Kouta,14.6558,-15.34225,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
2251714,Madina Kébé,14.36903,-15.47061,Kaffrine,Kaffrine,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249027,Madina Ladji,12.75,-14.9,Kolda,Kolda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2248431,Madina Lahine Mara,14.00567,-15.12638,Kaffrine,Koungheul,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249026,Madina Maboulé,13.81667,-13.75,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249025,Madina Mamadou,12.98333,-14.18333,Kolda,Kolda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249024,Madina Mandingue,13.01667,-15.5,Sedhiou,Bounkiling,0,medina,Arabic>Wolof,madina,Mandingue,Madina,,,,,,1
2249023,Madina Manfinn,13.63333,-13.73333,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249022,Madina Mari,13.18333,-14.3,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249021,Madina Maye,13.18333,-14.31667,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554042,Madina Mbaye,14.3271,-15.84857,Kaolack,Guinguineo,0,medina,Arabic>Wolof,madina,,,,Mbaye,Wolof,,,1
13554083,Madina Mbayène,14.45893,-15.16393,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
2248440,Madina Mbobo,14.67104,-15.76803,Fatick,Gossas,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554108,Madina Mbowène,14.29915,-15.42122,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249020,Madina Ndiatébé,16.29431,-14.1385,Saint Louis,Podor,0,medina,Arabic>Wolof,madina,,,,,,,,1
2247936,Madina Ndiaye,14.89681,-15.684,Louga,Linguere,0,medina,Arabic>Wolof,madina,,,,Ndiaye,Wolof,,,2
2248366,Madina Ndiaye,14.83447,-15.71188,Diourbel,Mbacke,0,medina,Arabic>Wolof,madina,,,,Ndiaye,Wolof,,,2
13554107,Madina Ndiayène,14.36475,-15.35518,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,2
13554567,Madina Ndiayène,14.00782,-15.52184,Kaffrine,Kaffrine,0,medina,Arabic>Wolof,madina,,,,,,,,2
2248436,Madina Ndiognik,14.05762,-15.64194,Kaffrine,Birkelane,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554078,Madina Ndioum,14.44763,-15.20162,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
2248426,Madina Ndoyène,14.11619,-15.10787,Kaffrine,Koungheul,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554676,Madina Ndramé,14.09623,-15.107,Kaffrine,Koungheul,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554673,Madina Ngayène,14.04,-15.28309,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249019,Madina Niana,13.83333,-13.75,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554022,Madina Niang,14.2702,-15.79054,Kaffrine,Birkelane,0,medina,Arabic>Wolof,madina,,,,Niang,Wolof,,,1
13553599,Madina Niassène,14.68683,-15.27772,Louga,Linguere,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249018,Madina Ouli,13.68333,-14.11667,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249016,Madina Paté,13.43333,-13.78333,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,2
2249017,Madina Paté,13.3,-14.53333,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,2
2249015,Madina Ponssan,12.71667,-14.2,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249014,Madina Samba,12.7,-14.23333,Kolda,Velingara,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249013,Madina Sayindi,13.28333,-15.26667,Kolda,Medina Yoroufoula,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249012,Madina Sibikili,13.68333,-13.68333,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
13554085,Madina Tawa,14.41713,-15.22403,Kaffrine,Malem Hodar,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249054,Madina Tiacol,14.04327,-12.19011,Tambacounda,Bakel,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249009,Madina Torobé,15.40076,-13.2058,Matam,Kanel,0,medina,Arabic>Wolof,madina,,,,,,,,2
2249010,Madina Torobé,14.68183,-12.90788,Matam,Kanel,0,medina,Arabic>Wolof,madina,,,,,,,,2
2249008,Madina Torodo,13.08333,-15.61667,Sedhiou,Bounkiling,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249007,Madina Toubacouta,13.03139,-11.84118,Kedougou,Saraya,0,medina,Arabic>Wolof,madina,,,,,,,,1
2248415,Madina Touré,14.89601,-15.9903,Diourbel,Mbacke,0,medina,Arabic>Wolof,madina,,,,Touré,Mandinka,,,1
13554112,Madina Tyiyène,14.27613,-15.45782,Kaffrine,Kaffrine,0,medina,Arabic>Wolof,madina,,,,,,,,1
12640235,Madina Wandifa,13.05794,-15.64319,Sedhiou,Bounkiling,12205,medina,Arabic>Wolof,madina,,,,,,,,1
2249006,Madina Yéro,13.43333,-13.66667,Tambacounda,Tambacounda,0,medina,Arabic>Wolof,madina,,,,,,,,1
2249039,Madina-Diaka,13.85718,-12.90827,Tambacounda,Goudiry,0,medina,Arabic>Wolof,madina,,,,,,,,1
6917795,Madinatou,12.4979,-12.0062,Kedougou,Kedougou,0,,,,,,,,,,,1
2249005,Madiou,12.4452,-12.0142,Kedougou,Kedougou,0,,,,,,,,,,,1
2249068,Madiéda,13.13657,-16.23506,Ziguinchor,Bignona,0,,,,,,,,,,,1
2249067,Madiéri,12.78803,-11.78782,Kedougou,Saraya,0,,,,,,,,,,,2
13554440,Madiéri,14.24591,-15.87915,Kaolack,Guinguineo,0,,,,,,,,,,,2
2249004,Madjé,14.56667,-13.2,Tambacounda,Goudiry,0,,,,,,,,,,,1
2249072,Madène,15.2236,-15.5083,Louga,Linguere,0,,,,,,,,,,,1
6611639,Maelkadié,15.10528,-12.73028,Matam,Kanel,0,,,,,,,,,,,1
13507003,Mafane,14.7418,-16.30294,Diourbel,Diourbel,0,,,,,,,,,,,1
2249000,Mafonko,13.03333,-15.91667,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2248998,Magana Boubakar,13.01667,-14.8,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
13504740,Magnagne,14.85818,-16.61152,Diourbel,Bambey,0,,,,,,,,,,,1
2248997,Mahafar,15.5266,-15.8315,Louga,Louga,0,,,,,,,,,,,1
2248995,Mahamouda Deux,13.10596,-16.68301,Ziguinchor,Bignona,0,,,,,,2,,,,,1
2248991,Mahmouda,12.96667,-16.5,Ziguinchor,Bignona,0,,,,,,,,,,,1
2571768,Mahmouda II,13.10667,-16.68639,Ziguinchor,Bignona,0,,,,,,2,,,,,1
2248990,Mahon,12.85,-14.81667,Kolda,Kolda,0,,,,,,,,,,,1
2248988,Mahon Oussamara,12.85,-14.81667,Kolda,Kolda,0,,,,,,,,,,,1
2248972,Maka,16.20972,-16.38222,Saint Louis,Dagana,0,,,maka,,,,,,,,12
2248973,Maka,15.98333,-16.46667,Saint Louis,Saint Louis,0,,,maka,,,,,,,,12
2248974,Maka,15.98333,-16.13333,Louga,Louga,0,,,maka,,,,,,,,12
2248975,Maka,15.8481,-15.9503,Louga,Louga,0,,,maka,,,,,,,,12
2248976,Maka,15.66667,-16.25,Louga,Louga,0,,,maka,,,,,,,,12
2248977,Maka,15.28333,-16.48333,Thies,Tivaoune,0,,,maka,,,,,,,,12
2248978,Maka,15.2486,-15.9852,Louga,Kebemer,0,,,maka,,,,,,,,12
2248979,Maka,15.01667,-16.95,Thies,Tivaoune,0,,,maka,,,,,,,,12
2248980,Maka,13.83333,-15.66667,Kaffrine,Birkelane,0,,,maka,,,,,,,,12
2248981,Maka,13.66667,-14.28333,Tambacounda,Tambacounda,0,,,maka,,,,,,,,12
2248982,Maka,12.85306,-15.28861,Sedhiou,Goudomp,0,,,maka,,,,,,,,12
13504794,Maka,14.82514,-16.50306,Diourbel,Bambey,0,,,maka,,,,,,,,12
2247447,Maka Bas,14.73664,-16.40776,Diourbel,Bambey,0,,,maka,,,,,,,,2
13506993,Maka Bas,14.72063,-16.38958,Diourbel,Bambey,0,,,maka,,,,,,,,2
2248969,Maka Bélal,14.11076,-15.23646,Kaffrine,Malem Hodar,0,,,maka,,,,,,,,1
2248965,Maka Diagne,15.33333,-16.35,Louga,Kebemer,0,,,maka,,,,Diagne,Wolof,,,1
2248962,Maka Fal,15.36667,-16.55,Louga,Kebemer,0,,,maka,,,,Fal,Wolof,,,1
6920415,Maka Fall,15.3474,-16.5425,Louga,Kebemer,0,,,maka,,,,Fall,Wolof,,,1
2248961,Maka Fas,13.98333,-15.83333,Kaolack,Kaolack,0,,,maka,,,,,,,,1
2248960,Maka Gaye,15.81667,-16.16667,Louga,Louga,0,,,maka,,,,Gaye,Wolof,,,1
2248956,Maka Handalla,13.88333,-15.41667,Kaffrine,Kaffrine,0,,,maka,,,,,,,,1
2248955,Maka Kahone,14.15,-16.01667,Kaolack,Guinguineo,0,,,maka,,,,,,,,1
2248954,Maka Kallé,15.88333,-16.23333,Louga,Louga,0,,,maka,,,,,,,,1
2248953,Maka Katal,13.93333,-14.7,Kaffrine,Koungheul,0,,,maka,,,,,,,,1
2248971,Maka Mbaye,14.31314,-15.91329,Kaolack,Guinguineo,0,,,maka,,,,Mbaye,Wolof,,,1
2248950,Maka Mboubène,15.43333,-16.43333,Louga,Kebemer,0,,,maka,,,,,,,,1
2248949,Maka Mop Khari,15.1,-16.3,Thies,Tivaoune,0,,,maka,,,,,,,,1
2248948,Maka Mor,15.75,-16.46667,Louga,Louga,0,,,maka,,,,,,,,1
2596039,Maka Mor Madiké,15.75342,-16.5014,Louga,Louga,0,,,maka,,,,,,,,1
2248943,Maka Ndiaye,15.66667,-16.4,Louga,Louga,0,,,maka,,,,Ndiaye,Wolof,,,3
2248944,Maka Ndiaye,15.53333,-16.53333,Louga,Kebemer,0,,,maka,,,,Ndiaye,Wolof,,,3
13509343,Maka Ndiaye,14.16935,-16.03848,Kaolack,Guinguineo,0,,,maka,,,,Ndiaye,Wolof,,,3
2248942,Maka Sar,14.72046,-15.66217,Diourbel,Mbacke,0,,,maka,,,,Sar,Wolof,,,1
13509068,Maka Soumbél,14.32468,-16.06675,Kaolack,Guinguineo,0,,,maka,,,,,,,,1
2248941,Maka Tioune,15.18333,-16.8,Thies,Tivaoune,0,,,maka,,,,,,,,1
2248939,Maka Touré,15.7861,-16.4043,Louga,Louga,0,,,maka,,,,Touré,Mandinka,,,1
2248936,Maka Yop,14.03591,-15.02368,Kaffrine,Koungheul,0,,,maka,,,,,,,,1
2248957,Maka-Gouye,13.8,-14.95,,,0,,,maka,,,,,,gouye,tree,1
2248940,MakaToubé,16.0168,-16.4435,Saint Louis,Saint Louis,0,,,,,,,,,,,1
2248967,Makabing,13.43333,-13.7,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2248970,Makabé Koniadji,13.43333,-13.68333,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2248968,Makabé Sidi,13.41667,-13.68333,Tambacounda,Tambacounda,0,,,,,,,,,,,1
11495813,Makacoulibatang,13.64696,-14.25212,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2248963,Makadou,15.2957,-15.9229,Louga,Kebemer,0,,,,,,,,,,,1
2248959,Makagni,13.01667,-14.86667,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
2248958,Makagoui,13.78333,-15.23333,Kaffrine,Kaffrine,0,,,,,,,,,,,1
2248952,Makakoto,13.73333,-14.25,Tambacounda,Tambacounda,0,,,,,,,,,,,1
13507016,Makal Hadji,14.51429,-16.36726,Fatick,Fatick,0,,,,,,,,,,,1
2248951,Makali,15.38333,-16.6,Louga,Kebemer,0,,,,,,,,,,,1
2248947,Makana,13.05732,-12.12096,Kedougou,Saraya,0,,,,,,,,,,,1
2248945,Makandi,13.61667,-14.21667,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2248938,Makayaya,13.65,-13.48333,Tambacounda,Tambacounda,0,,,,,,,,,,,1
2248937,Makayel,13.41667,-14.8,,,0,,,,,,,,,,,1
2248933,Makhama,13.81667,-15.03333,,,0,,,,,,,,,,,1
2248932,Makhana,16.08778,-16.37056,Saint Louis,Saint Louis,0,,,,,,,,,,,1
13658335,Makhmouda,13.6508,-16.39457,Fatick,Foundiougne,0,,,,,,,,,,,1
2248930,Makine,15.243,-15.9218,Louga,Kebemer,0,,,,,,,,,,,1
2248929,Mako,12.8555,-12.3506,Kedougou,Kedougou,0,,,,,,,,,,,1
2248928,Makou Abdou Sal,13.38333,-14.78333,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
2248927,Makouda,13.14223,-16.67627,Ziguinchor,Bignona,0,,,,,,,,,,,1
2248926,Makoumba Souna,13.71667,-16.28333,Fatick,Foundiougne,0,,,,,,,,,,,1
2248923,Mal,16.14333,-15.92583,Saint Louis,Dagana,0,,,,,,,,,,,4
2248924,Mal,16.12667,-15.88833,Louga,Louga,0,,,,,,,,,,,4
2248925,Mal,16.08694,-15.72389,Saint Louis,Dagana,0,,,,,,,,,,,4
6601059,Mal,16.125,-15.98139,Saint Louis,Dagana,0,,,,,,,,,,,4
2248922,Mala Diop,14.9,-16.1,Diourbel,Diourbel,0,,,,,,,Diop,Wolof,,,1
2248920,Malandiankounda,12.68417,-15.51722,Sedhiou,Goudomp,0,kounda,Mandinka,,,,,,,,,1
6586391,Malem,12.46361,-11.89222,Kedougou,Kedougou,0,,,,,,,,,,,1
2248915,Malem Ba,14.18333,-14.31667,Tambacounda,Koumpentoum,0,,,,,,,Ba,Pulaar,,,1
11427368,Malem Hodar,14.08305,-15.14967,Kaffrine,Malem Hodar,0,,,,,,,,,,,1
2248903,Mali Keur Koumba,14.61667,-16.68333,Thies,Mbour,0,,,,,,,,,,,1
2248907,Malifara,12.60861,-15.58444,Sedhiou,Sedhiou,0,,,,,,,,,,,1
2248906,Malifara Brassou,12.7,-15.31667,Sedhiou,Goudomp,0,,,,,,,,,,,1
2248905,Malika,14.79076,-17.33904,Dakar,Pikine,0,,,,,,,,,,,1
2595826,Malika-Mer,14.8022,-17.33882,Dakar,Pikine,0,,,,,,,,,,,1
13507324,Malikounda Bambara,14.46257,-16.97053,Thies,Mbour,0,,,,Bambara,Malikounda,,,,,,1
2248901,Malikounda Keur Samone Faye,14.4854,-16.97091,Thies,Mbour,0,,,,,,,Faye,Sérèr,,,1
2247448,Malikounda Ngoukhoudji,14.45952,-16.95481,Thies,Mbour,0,,,,,,,,,,,1
2248900,Malikounda Sas,14.45,-16.96667,Thies,Mbour,0,,,,,,,,,,,1
2248902,Malikounda Sérèr,14.47895,-16.94835,Thies,Mbour,0,,,,Sérèr,Malikounda,,,,,,1
13514622,Malikounda Wolof,14.47113,-16.94646,Thies,Mbour,0,,,,Wolof,Malikounda,,,,,,1
6586396,Malinda,12.47624,-11.95694,Kedougou,Kedougou,0,,,,,,,,,,,1
2248898,Malka,14.49873,-15.95053,Fatick,Gossas,0,,,,,,,,,,,1
2248913,Malèm,15.5476,-15.5566,Louga,Linguere,0,,,,,,,,,,,2
2248916,Malèm,14.21667,-13.43333,Tambacounda,Goudiry,0,,,,,,,,,,,2
2248788,Malèm Hodar,14.08873,-15.29197,Kaffrine,Malem Hodar,7879,,,,,,,,,,,1
2248910,Malèm Niani,13.93333,-14.3,Tambacounda,Koumpentoum,2080,,,,,,,,,,,1
2248908,Malène,13.93333,-15.73333,Kaolack,Kaolack,0,,,,,,,,,,,1
2248917,Maléko,13.21117,-12.02445,Kedougou,Saraya,0,,,,,,,,,,,1
2248914,Malém Sérigne,14.05729,-15.23541,Kaffrine,Malem Hodar,0,,,serigne,,,,,,,,1
2244752,Malém Tialène,14.0721,-15.24343,Kaffrine,Malem Hodar,0,,,,,,,,,,,1
2248889,Mama Ndao,14.50554,-12.33955,Tambacounda,Bakel,0,,,,,,,,,,,1
2254319,Mamabaré,14.99177,-15.97394,Louga,Kebemer,0,,,,,,,,,,,1
2248895,Mamadou Boundou,12.3868,-12.3458,Kedougou,Kedougou,0,,,,,,,,,,,1
2248894,Mamadou Kinnsi,12.93333,-13.85,Kolda,Velingara,0,,,,,,,,,,,1
2248892,Mamadou Koupa,13.71667,-13.3,Tambacounda,Goudiry,0,,,,,,,,,,,1
2248891,Mamakono,13.18135,-12.05389,Kedougou,Saraya,0,,,,,,,,,,,1
2248831,Mamankanti,12.7994,-12.4423,Kedougou,Kedougou,0,,,,,,,,,,,1
13658781,Mambing,13.12176,-16.05815,Ziguinchor,Bignona,0,,,,,,,,,,,2
13658786,Mambing,13.11712,-16.042,Ziguinchor,Bignona,0,,,,,,,,,,,2
2248885,Mambounkou,12.7,-15.26667,Sedhiou,Goudomp,0,,,,,,,,,,,1
2248883,Mamboya,13.18333,-13.43333,Tambacounda,Tambacounda,0,,,,,,,,,,,2
2248884,Mamboya,12.96667,-13.95,Kolda,Velingara,0,,,,,,,,,,,2
2248880,Mamoussoulé,14.41667,-13.38333,Tambacounda,Goudiry,0,,,,,,,,,,,1
2248879,Mampalago,12.92139,-15.99639,Ziguinchor,Bignona,0,,,,,,,,,,,1
2248878,Mampatim,12.86667,-14.33333,Kolda,Kolda,0,,,,,,,,,,,1
2248877,Mampatim Maoundé,12.88333,-14.33333,Kolda,Kolda,0,,,,,,,,,,,1
2248887,Mamâri,15.04639,-13.71361,Matam,Ranerou,0,,,,,,,,,,,1
2248874,Mana,14.36667,-14.63333,Tambacounda,Koumpentoum,0,,,,,,,,,,,1
2248872,Manato,12.83333,-13.95,Kolda,Velingara,0,,,,,,,,,,,1
2248873,Manaèl,15.01155,-12.5022,Tambacounda,Bakel,0,,,,,,,,,,,1
2248870,Manbigné,12.96278,-15.86139,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2248869,Manbigné Kantapor,13.13333,-15.98333,Ziguinchor,Bignona,0,,,,,,,,,,,1
2248867,Manbourouk,12.945,-16.54194,Ziguinchor,Bignona,0,,,,,,,,,,,1
2248866,Manda,13.25,-13.88333,Kolda,Velingara,0,,,,,,,,,,,1
2248864,Mandah,13.98333,-15.33333,Kaffrine,Kaffrine,0,,,,,,,,,,,1
2248863,Mandak,13.31667,-14.68333,Kolda,Medina Yoroufoula,0,,,,,,,,,,,1
6659063,Mandakoli,12.78182,-11.77569,Kedougou,Saraya,0,,,,,,,,,,,1
2248865,Mandangri Toucouleur,14.6829,-16.80109,Thies,Thies,0,,,,Toucouleur (Haalpulaar),Mandangri,,,,,,1
13506467,Mandangri Wolof,14.68374,-16.79256,Thies,Thies,0,,,,Wolof,Mandangri,,,,,,1
6659101,Mandankholi,13.02794,-11.96761,Kedougou,Saraya,0,,,,,,,,,,,1
13508531,Mande Keur Diène,14.33707,-16.25235,Fatick,Fatick,0,,,,,,,,,,,1
2248860,Mandian Kounda,12.78333,-14.75,Kolda,Kolda,0,kounda,Mandinka,,,,,,,,,1
2248859,Mandiankounda,13.56667,-13.9,Tambacounda,Tambacounda,0,kounda,Mandinka,,,,,,,,,1
2248858,Mandiaye,14.88333,-15.95,Diourbel,Mbacke,0,,,,,,,,,,,1
2248857,Mandina,12.53722,-16.25167,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2248856,Mandina-Maro,12.51944,-16.23361,Ziguinchor,Ziguinchor,0,,,,,,,,,,,1
2248855,Mandiné Fodé Kaba,13.08333,-15.85,Sedhiou,Bounkiling,0,,,,,,,,,,,1
2248853,Mandioumba,15.53333,-13.15,Matam,Kanel,0,,,,,,,,,,,2
2248854,Mandioumba,15.36782,-13.13966,Matam,Kanel,0,,,,,,,,,,,2
2248851,Mandjak,12.52111,-16.35167,Ziguinchor,Ziguinchor,0,,,,,,,,,,,2
2248852,Mandjak,12.49778,-16.42528,Ziguinchor,Ziguinchor,0,,,,,,,,,,,2
2248849,Mandouar,12.81667,-16.03333,Ziguinchor,Bignona,0,,,,,,,,,,,2
2248850,Mandouar,12.74361,-16.16028,Ziguinchor,Bignona,0,,,,,,,,,,,2
2248848,Mandoufou Fodé,13.01667,-13.93333,Kolda,Velingara,0,,,,,,,,,,,1
2248847,Mandoufou Kali,13.0,-13.91667,Kolda,Velingara,0,,,,,,,,,,,1
2248862,Mandé Diégane Tiaré,14.28435,-16.12892,Kaolack,Guinguineo,0,,,,,,,,,,,1
13508996,Mandé Keur Diène,14.3035,-16.13007,Kaolack,Guinguineo,0,,,,,,,,,,,1
2250174,Mandé Keur Miniane,14.2983,-16.12109,Kaolack,Guinguineo,0,,,,,,,,,,,1
2249482,Mandé Kouta,14.31522,-16.11083,Kaolack,Guinguineo,0,,,,,,,,,,,1
2248861,Mandégana,12.74972,-16.38083,Ziguinchor,Bignona,0,,,,,,,,,,,1
13658700,Mandéra,13.61921,-16.05646,Kaolack,Nioro Du Rip,0,,,,,,,,,,,1
2248843,Mangagoulak,12.68833,-16.44444,Ziguinchor,Bignona,0,,,,,,,,,,,1
2248842,Mangakounda,12.58,-15.93611,Sedhiou,Goudomp,0,kounda,Mandinka,,,,,,,,,1
