geonameid,name,asciiname,lat,lon,feature_code,admin1_code,admin2_code,population,lang_guess,name_root,name_dupe_count
2595759,Abattoirs,Abattoirs,14.67944,-17.44972,PPLX,01,,0,,,1
11523380,Abattoirs I,Abattoirs I,14.7695,-17.39115,PPLX,01,,0,,,1
2254769,Abdallah,Abdallah,16.2367,-13.97621,PPL,14,,0,,,1
2254767,Abdou Dao,Abdou Dao,14.91578,-15.74054,PPL,13,,0,,,1
8449410,Abene,Abene,13.0,-16.73333,PPL,12,2253903,0,,,1
2254764,Abirane Gaye,Abirane Gaye,15.88333,-16.23333,PPL,14,,0,,,1
2254766,Abékouta,Abekouta,13.33333,-14.61667,PPL,11,,0,,,1
2254765,Abéné,Abene,12.99857,-16.72095,PPL,12,,0,,,1
6647970,Acaré,Acare,14.76864,-12.76723,PPL,05,,0,,,1
2254763,Adabéré,Adabere,15.13953,-12.78577,PPL,15,,0,,,1
2254761,Adiana,Adiana,12.45,-15.81667,PPL,18,,0,,,1
2254760,Adioufa,Adioufa,12.54333,-15.75417,PPL,18,,0,,,1
2254759,Adjing,Adjing,12.4575,-15.67194,PPL,18,,0,,,1
2254758,Adoune Bram,Adoune Bram,12.46833,-15.91583,PPL,12,,0,,,1
2254762,Adéane,Adeane,12.63,-16.01694,PPL,12,,2115,,,1
2254754,Affiniam,Affiniam,12.65444,-16.36278,PPL,12,,0,,,1
2254755,Affé,Affe,15.75,-16.3,PPL,13,,0,,,1
6917788,Afia,Afia,12.5526,-12.5293,PPL,17,,0,,,1
6917799,Afia II,Afia II,12.3693,-12.3119,PPL,17,,0,,,1
13507312,Afia Mbaké,AfiaMbake,14.57982,-16.14895,PPL,03,2252312,0,,,1
2251188,Afé,Afe,15.1316,-15.4272,PPL,13,,0,,,2
6920416,Afé,Afe,15.385,-16.23,PPL,13,,0,,,2
2254756,Afé Gouye,AfeGouye,14.78913,-15.94269,PPL,03,,0,,,1
13554091,Afé Lévé,AfeLeve,14.38335,-15.2791,PPL,16,10778871,0,,,1
2251190,Afé Mouride,AfeMouride,14.14021,-15.60197,PPL,16,,0,,,1
2596047,Afé Niang,Afe Niang,15.775,-16.25917,PPL,13,,0,,,2
2596050,Afé Niang,Afe Niang,15.78,-16.295,PPL,13,,0,,,2
2244755,Afé Tialène,AfeTialene,14.14028,-15.57828,PPL,16,,0,,,1
13554550,Afé Tidjane,AfeTidjane,14.14416,-15.59032,PPL,16,2251008,0,,,1
2254751,Aga Babou,Aga Babou,14.33866,-16.75282,PPL,07,,0,,,1
2254752,Aga Biram,AgaBiram,14.35442,-16.76818,PPL,07,,0,,,1
13507449,Aga Ndimak,AgaNdimak,14.35493,-16.74521,PPL,07,2248478,0,,,1
2254749,Agnak Grand,Agnak Grand,12.57194,-16.10472,PPL,12,,0,,,1
2254748,Agnak Petit,Agnak Petit,12.57194,-16.12194,PPL,12,,0,,,1
8556219,Agnam Civol,Agnam Civol,16.005,-13.69306,PPL,14,,0,,,1
2251541,Agnam Goli,Agnam Goli,16.00793,-13.69318,PPL,14,,0,,,1
2249295,Agnam Lidoubé,Agnam Lidoube,16.00111,-13.68814,PPL,14,,0,,,1
2254747,Aguior,Aguior,12.93333,-16.13333,PPL,12,,0,,,1
2254746,Ahabétou Talap,Ahabetou Talap,14.86667,-15.61667,PPL,13,,0,,,1
2254744,Ahibdia,Ahibdia,15.5255,-15.8451,PPL,13,,0,,,1
2254743,Ahinga,Ahinga,12.4125,-16.36417,PPL,12,,0,,,1
2254745,Ahèr,Aher,12.67333,-16.7,PPL,12,,0,,,1
6611635,Ainoumadi,Ainoumadi,15.26528,-12.9275,PPL,15,,0,,,1
2254735,Akal,Akal,12.8,-13.66667,PPL,11,,0,,,1
2254734,Akintou,Akintou,12.53194,-15.88,PPL,18,,0,,,1
2254733,Akoundé,Akounde,13.13333,-14.33333,PPL,11,,0,,,1
2254730,Aladji Omar,Aladji Omar,15.0348,-15.8882,PPL,13,,0,,,1
2254729,Alahina,Alahina,14.43173,-12.19908,PPL,05,,0,,,1
2254728,Alahina Boucar,Alahina Boucar,14.82649,-12.48007,PPL,05,,0,,,1
2254727,Alakounda,Alakounda,13.16667,-15.96667,PPL,12,,0,,,1
2254725,Alali,Alali,13.93333,-13.48333,PPL,05,,0,,,1
2254724,Alalon,Alalon,12.98333,-14.56667,PPL,11,,0,,,1
2254726,Alaléri,Alaleri,14.84743,-12.54381,PPL,05,,0,,,1
2254720,Alana,Alana,15.0369,-14.462,PPL,15,,0,,,2
2254721,Alana,Alana,14.91747,-12.61591,PPL,15,,0,,,2
2254719,Alanbato,Alanbato,12.89583,-15.56444,PPL,18,,0,,,1
2254718,Alarba,Alarba,16.43194,-15.70611,PPL,14,,0,Pulaar/Fulani,clan/family name root,1
2254715,Albadar,Albadar,13.00234,-16.69626,PPL,12,2253903,0,,,1
13553440,Aldiouma Dangue,AldioumaDangue,14.5167,-15.67631,PPL,09,2251492,0,,,1
2254714,Alfa Sadou,Alfa Sadou,12.7,-15.01667,PPL,11,,0,,,1
2254709,Ali Ndènè,Ali Ndene,15.5075,-15.7925,PPL,13,,0,,,1
2254712,Ali Ngane,AliNgane,14.07301,-15.64602,PPL,16,,0,,,1
2254705,Ali Ouri,Ali Ouri,15.96667,-13.36667,PPL,15,,0,,,1
2254704,Ali Yoro Ndéro,Ali Yoro Ndero,15.6845,-15.7304,PPL,13,,0,,,1
2254711,Alika,Alika,14.68333,-15.63333,PPL,09,,0,,,1
2254710,Alikali,Alikali,12.91667,-13.7,PPL,11,,0,,,1
2254707,Alinnguel,Alinnguel,13.8004,-12.17463,PPL,05,,0,,,1
2254706,Alinnkané,Alinnkane,14.21382,-12.20914,PPL,05,,0,,,1
2254713,Alié,Alie,14.90932,-15.88334,PPL,03,,0,,,1
2254703,Alkalikounda,Alkalikounda,12.86889,-15.94389,PPL,18,,0,,,1
2254702,Alla Gaouri,Alla Gaouri,13.91667,-15.6,PPL,16,,0,,,1
2254701,Allagué,Allague,14.13333,-13.03333,PPL,05,,0,,,1
2254695,Alo,Alo,16.59467,-14.47133,PPL,14,,0,,,1
2254694,Alouki,Alouki,14.28377,-15.66547,PPL,16,,0,,,1
2254698,Alouki Ndoukoumane,AloukiNdoukoumane,14.18656,-15.38073,PPL,16,,0,,,1
13554076,Aloukéssé,Aloukesse,14.28218,-15.60316,PPL,16,2251008,0,,,1
2254693,Aloulaye,Aloulaye,15.76667,-16.16667,PPL,13,,0,,,1
2254692,Alouniang,Alouniang,15.324,-15.8143,PPL,13,,0,,,1
2254691,Aloute,Aloute,12.89556,-15.97389,PPL,18,,0,,,1
2254688,Amadji,Amadji,14.61007,-12.22845,PPL,05,,0,,,1
2254686,Amadra,Amadra,13.25,-14.08333,PPL,11,,0,,,1
2254689,Amady Ounaré,Amady Ounare,15.34714,-13.01647,PPL,15,,10175,,,1
2254684,Amali,Amali,15.7488,-15.2522,PPL,13,,0,,,2
2254685,Amali,Amali,15.73746,-15.26994,PPL,13,,0,,,2
2254683,Amama,Amama,14.93333,-15.85,PPL,03,,0,,,1
2254682,Amanatoulaye,Amanatoulaye,13.03333,-13.86667,PPL,11,,0,,,1
2596083,Amat Ba,Amat Ba,15.82917,-16.39,PPL,13,,0,Pulaar/Fulani,clan/family name root,1
2254673,Amat Niawèl,AmatNiawel,14.76017,-15.87536,PPL,03,,0,,,1
2254676,Amdalaye,Amdalaye,12.71667,-13.03333,PPL,17,,0,,,1
2596003,Amoura,Amoura,16.19111,-16.36389,PPL,14,,0,,,1
2254672,Anabiko,Anabiko,12.85,-12.46667,PPL,17,,0,,,1
2254671,Anambé,Anambe,12.95,-14.15,PPL,11,,0,,,1
2254668,Andal,Andal,15.1892,-16.8053,PPL,07,,0,,,1
2254658,Andiaré,Andiare,15.29024,-13.17446,PPL,15,,0,,,1
2254667,Andioumé,Andioume,12.89222,-15.74833,PPL,18,,0,,,1
13506976,Angle Dias,AngleDias,14.60252,-16.41525,PPL,03,2254315,0,,,1
2254664,Angoussaka,Angoussaka,12.5493,-12.4319,PPL,17,,0,,,1
2254663,Anguéniapissa,Angueniapissa,12.45,-12.26667,PPL,17,,0,,,1
2254662,Aniam Lrlabe,Aniam Lrlabe,15.96667,-13.63333,PPL,15,,0,,,1
2254661,Aniam-Touguel,Aniam-Touguel,16.52768,-14.80763,PPL,14,,0,,,1
2254660,Anisse,Anisse,12.56639,-15.73194,PPL,18,,0,,,1
2254659,Ankobiri,Ankobiri,12.44722,-15.77833,PPL,18,,0,,,1
2254657,Anpountoum,Anpountoum,12.92583,-15.805,PPL,18,,0,,,1
2254653,Antou Mane,Antou Mane,14.76667,-16.08333,PPL,03,,0,,,1
2254652,Aorane,Aorane,15.2562,-14.4579,PPL,15,,0,,,1
2254648,Aourou,Aourou,14.69207,-12.25211,PPL,05,,0,,,1
2254649,Aouré,Aoure,15.14279,-12.94859,PPL,15,,0,,,1
2254644,Apol Peul,Apol Peul,15.16667,-16.16667,PPL,13,,0,,,1
2254647,Apé Dembagourou,Ape Dembagourou,15.01182,-12.74817,PPL,15,,0,,,1
2254646,Apé Dialoubé,Ape Dialoube,15.00477,-12.74579,PPL,15,,0,,,1
6611628,Apé Diaoubé,Ape Diaoube,15.01866,-12.75035,PPL,15,,0,,,1
2254645,Apé Sakobé,Ape Sakobe,14.99441,-12.73814,PPL,15,,0,,,1
2254642,Arafat,Arafat,14.7368,-17.45369,PPLX,01,,0,,,3
2254643,Arafat,Arafat,14.07566,-15.08864,PPL,16,,0,,,3
2595804,Arafat,Arafat,14.71657,-17.25948,PPLX,01,,0,,,3
2254641,Araldé Diâbèl,AraldeDiabel,14.60497,-15.59675,PPL,09,,0,,,1
2254639,Aram,Aram,16.33574,-14.17248,PPL,14,,0,,,1
2254638,Aramine,Aramine,14.75,-16.81667,PPL,07,,0,,,1
2254635,Ardo Mademba,Ardo Mademba,15.4546,-15.0938,PPL,13,,0,Pulaar/Fulani,clan/family name root,1
2254634,Ardoulaye,Ardoulaye,13.48333,-13.46667,PPL,05,,0,,,1
2254632,Arigabo,Arigabo,14.39605,-12.45965,PPL,05,,0,,,1
2254630,Aroundou,Aroundou,14.76353,-12.25279,PPL,05,,0,,,1
2249981,Arwal,Arwal,13.8992,-16.10361,PPL,10,,0,,,1
2254629,As,As,16.60868,-14.97566,PPL,14,,0,,,1
2254741,Asndé Balla,Asnde Balla,16.01463,-13.71137,PPL,14,,0,,,1
2254626,Assoumoune,Assoumoune,12.47194,-15.74639,PPL,18,,0,,,1
6644072,Asséré,Assere,15.22667,-13.34391,PPL,15,,0,,,1
2254625,Atadialama,Atadialama,12.58583,-16.75444,PPL,12,,0,,,1
2254624,Atak,Atak,12.6725,-12.4592,PPL,17,,0,,,1
2254617,Atiou Samba Faye,AtiouSambaFaye,14.31199,-15.96164,PPL,10,,0,,,1
2254616,Atioum,Atioum,12.67472,-16.07278,PPL,12,,0,,,1
2254615,Atouré,Atoure,12.49278,-16.31583,PPL,12,,0,,,1
2254618,Até Ndiaye,Ate Ndiaye,14.35,-15.85,PPL,09,,0,,,1
2254613,Awataba,Awataba,12.98333,-14.2,PPL,11,,0,Pulaar/Fulani,clan/family name root,1
2254610,Aye Noumane,Aye Noumane,14.46667,-15.73333,PPL,09,,0,,,1
2254609,Ayméroua,Aymeroua,15.46565,-15.63803,PPL,13,,0,,,1
2254608,Aynoumal,Aynoumal,15.843,-15.9926,PPL,13,,0,,,1
2254736,Aynoumane,Aynoumane,15.0131,-16.2897,PPL,07,,0,,,1
2254607,Ayoum,Ayoum,12.45389,-16.53444,PPL,12,,0,,,1
2254612,Ayénémadi,Ayenemadi,13.13333,-13.66667,PPL,11,,0,,,1
2595547,Aï,Ai,14.73449,-17.12045,PPL,07,,0,,,1
2254742,Aïdara,Aidara,13.68153,-16.42862,PPL,09,,0,,,1
6917802,Aïkoun,Aikoun,12.4445,-12.7397,PPL,05,,0,,,1
13504602,Aïnoumadi,Ainoumadi,14.97676,-16.77288,PPL,07,2244388,0,,,1
2254737,Aïnoumal,Ainoumal,15.85,-16.01667,PPL,13,,0,,,3
2254738,Aïnoumal,Ainoumal,13.96667,-15.13333,PPL,16,,0,,,3
2254739,Aïnoumal,Ainoumal,13.61667,-15.66667,PPL,10,,0,,,3
13553593,Aïnoumane,Ainoumane,14.5863,-15.28701,PPL,16,10778871,0,,,2
13658232,Aïnoumane,Ainoumane,13.9689,-16.22801,PPL,09,2251792,0,,,2
13554672,Aïnoumane Deux,AinoumaneDeux,14.2012,-15.16385,PPL,16,10778871,0,,,1
2254611,Aïnoumane Madina,AinoumaneMadina,14.42356,-15.75482,PPL,10,,0,,,1
13554693,Aïnoumane Un,AinoumaneUn,14.10598,-15.37056,PPL,16,10778871,0,,,1
2254740,Aïné Madi,Aine Madi,12.71667,-14.98333,PPL,11,,0,,,1
2595628,Aïtia,Aitia,14.71104,-17.15933,PPL,01,,0,,,1
2254600,Baba Galé,Baba Gale,13.68333,-13.65,PPL,05,,0,,,1
2254599,Baba Garage,BabaGarage,14.9432,-16.49045,PPL,03,,0,,,1
2254598,Baba Gaye,Baba Gaye,14.98333,-16.08333,PPL,03,,0,,,1
2254602,Bababé,Bababe,14.22294,-12.4048,PPL,05,,0,,,1
2254601,Babadi,Babadi,12.85639,-15.5,PPL,18,,0,,,1
2254596,Babak,Babak,14.70514,-16.90348,PPL,07,,0,,,1
2254595,Babali,Babali,13.80097,-16.54879,PPL,09,,0,,,1
2254593,Babar,Babar,14.71667,-15.93333,PPL,03,,0,,,1
2254592,Babate,Babate,12.70056,-16.05861,PPL,12,,0,,,1
2254587,Babine Tiakré,Babine Tiakre,14.7,-16.76667,PPL,07,,0,,,1
2254586,Babinguél,Babinguel,14.65,-13.31667,PPL,15,,0,,,1
2254585,Babira,Babira,12.88083,-15.715,PPL,18,,0,,,1
13509013,Babol,Babol,14.31823,-16.22569,PPL,10,2250807,0,,,1
2254583,Babonda,Babonda,12.43278,-16.27083,PPL,12,,0,,,1
2254582,Babongoulou,Babongoulou,14.96559,-12.73619,PPL,15,,0,,,1
2254580,Babou,Babou,13.68333,-15.7,PPL,10,,0,,,1
2254578,Babou Naïm,Babou Naim,14.53333,-15.83333,PPL,09,,0,,,1
7118123,Baboucar Toumbou,Baboucar Toumbou,14.10898,-16.71909,PPL,09,,900,,,1
2254591,Babâk,Babak,14.67163,-16.53458,PPL,03,,0,,,1
13506510,Babèl,Babel,14.50137,-16.96799,PPL,07,2248478,0,,,1
2254590,Babél,Babel,12.6548,-12.4872,PPL,17,,0,,,1
2253963,Bad,Bad,14.55876,-16.54047,PPL,07,,0,,,1
2254574,Badagar,Badagar,12.85,-16.28333,PPL,12,,0,,,1
2254570,Badar,Badar,15.43333,-16.45,PPL,13,,0,,,2
2254571,Badar,Badar,15.01667,-16.46667,PPL,03,,0,,,2
2254569,Badar Diaye,Badar Diaye,15.51667,-16.33333,PPL,13,,0,,,1
2254568,Badar Ndaye,Badar Ndaye,15.58333,-16.36667,PPL,13,,0,,,1
2254565,Badem,Badem,12.45417,-16.31222,PPL,12,,0,,,1
2254562,Badi,Badi,13.15,-13.23333,PPL,05,,0,,,1
2254560,Badiana,Badiana,12.91611,-16.43806,PPL,12,,0,,,1
2254558,Badiandian,Badiandian,12.70833,-15.58833,PPL,18,,0,,,1
2254557,Badiandoum,Badiandoum,13.3,-15.46667,PPL,18,,0,,,1
2254555,Badiane,Badiane,15.1047,-15.8754,PPL,13,,0,,,2
2254556,Badiane,Badiane,14.83333,-15.83333,PPL,03,,0,,,2
2254554,Badiane Nèm,Badiane Nem,14.61667,-15.75,PPL,09,,0,,,1
2254552,Badiara,Badiara,13.21667,-14.2,PPL,11,,0,,,1
2254549,Badiari,Badiari,12.62528,-15.56472,PPL,18,,0,,,1
2254547,Badiat,Badiat,12.51806,-16.38528,PPL,12,,0,,,1
2254542,Badimbour,Badimbour,13.1,-15.7,PPL,18,,0,,,1
2254539,Badindin,Badindin,13.21667,-15.61667,PPL,18,,0,,,2
2254540,Badindin,Badindin,13.11667,-15.38333,PPL,18,,0,,,2
2254538,Badinnding,Badinnding,12.63056,-15.44528,PPL,18,,0,,,1
2254537,Badioal,Badioal,12.73444,-16.33083,PPL,12,,0,,,1
2254536,Badion,Badion,13.08333,-14.35,PPL,11,,0,,,1
2254535,Badiongo,Badiongo,12.4525,-15.95306,PPL,12,,0,,,1
13658767,Badionka,Badionka,13.10071,-16.17807,PPL,12,2253903,0,,,2
13658795,Badionka,Badionka,13.08203,-16.13703,PPL,12,2253903,0,,,2
2254534,Badionkoto,Badionkoto,12.49,-16.24556,PPL,12,,0,,,2
13658730,Badionkoto,Badionkoto,13.0635,-16.57975,PPL,12,2253903,0,,,2
2254533,Badionkoton,Badionkoton,12.49972,-16.38361,PPL,12,,0,,,1
2254532,Badiou Batan,Badiou Batan,12.75,-13.85,PPL,11,,0,,,1
2254279,Badioula,Badioula,12.82621,-11.80636,PPL,17,10779432,0,,,1
2254531,Badiouré,Badioure,12.87722,-16.13889,PPL,12,,0,,,1
2254546,Badié,Badie,12.45,-11.55,PPL,17,,0,,,1
2254544,Badiéléli,Badieleli,12.93944,-16.51861,PPL,12,,0,,,1
2254530,Badji,Badji,14.8333,-15.57364,PPL,03,,0,,,1
2254527,Badjikounda,Badjikounda,13.25,-15.76667,PPL,18,,0,,,2
2254528,Badjikounda,Badjikounda,12.68222,-15.86,PPL,18,,0,,,2
2254526,Badjimor,Badjimor,12.68306,-15.56667,PPL,18,,0,,,1
2254524,Badobar,Badobar,12.59111,-15.51083,PPL,18,,0,,,1
2254523,Badogor Boki,Badogor Boki,15.7735,-14.4895,PPL,14,,0,,,1
2254522,Badogor Doune,Badogor Doune,15.7793,-14.5181,PPL,13,,0,,,1
13658086,Badokh,Badokh,13.88161,-16.41052,PPL,09,2251792,0,,,1
2254521,Badon,Badon,12.9163,-12.3748,PPL,17,,0,,,1
13658088,Badoudou,Badoudou,13.85117,-16.40217,PPL,09,2251792,0,,,1
2254520,Badouga,Badouga,12.82472,-15.49944,PPL,18,,0,,,1
2254519,Badoumba Diaé,Badoumba Diae,13.2,-15.73333,PPL,18,,0,,,1
2254518,Badoumba Kéréouane,Badoumba Kereouane,13.21667,-15.73333,PPL,18,,0,,,1
2254517,Badoumba Mamadou,Badoumba Mamadou,13.18333,-15.71667,PPL,18,,0,,,1
2254564,Badèm,Badem,15.58333,-16.25,PPL,13,,0,,,1
2254563,Badèm Ouolof,Badem Ouolof,15.81472,-16.36,PPL,13,,0,,,1
2254515,Bafabantan,Bafabantan,12.97611,-15.69583,PPL,18,,0,,,1
2254513,Bafata,Bafata,12.46444,-15.83139,PPL,18,,0,,,1
2254508,Bafikane,Bafikane,12.47056,-16.40417,PPL,12,,0,,,1
2254507,Bafoundou,Bafoundou,12.8302,-12.3429,PPL,17,,0,,,1
2254493,Bag Dobé,Bag Dobe,15.9633,-14.6547,PPL,14,,0,,,1
2254503,Bagadadji,Bagadadji,13.65124,-16.48918,PPL,09,,0,,,4
2254504,Bagadadji,Bagadadji,13.42321,-13.00094,PPL,05,,0,,,4
2254505,Bagadadji,Bagadadji,12.8,-15.05,PPL,11,,0,,,4
2254506,Bagadadji,Bagadadji,12.64472,-15.66417,PPL,18,,0,,,4
2254502,Bagaga,Bagaga,12.68694,-16.29583,PPL,12,,0,,,1
2254501,Bagame,Bagame,12.41028,-16.31611,PPL,12,,0,,,1
13509083,Bagana Sérèr,BaganaSerer,14.19958,-16.76761,PPL,07,2248478,0,,,1
2254499,Bagana Wolof,BaganaWolof,14.18637,-16.7539,PPL,07,,0,,,1
2254498,Baganha,Baganha,12.6,-16.05,PPL,12,,0,,,1
2254496,Bagata,Bagata,12.45409,-11.49646,PPL,17,10779432,0,,,1
2254495,Bagaya,Bagaya,12.73056,-16.4,PPL,12,,0,,,1
2254494,Bagayogo,Bagayogo,13.9,-13.43333,PPL,05,,0,,,1
13551144,Bagdad,Bagdad,14.91187,-15.86237,PPL,03,2248699,0,,,1
2254492,Baghanga,Baghanga,12.73333,-15.98333,PPL,18,,0,,,1
2254490,Bagni-Bagni,Bagni-Bagni,12.93036,-11.64605,PPL,17,,0,,,1
2254488,Bagone,Bagone,15.93333,-13.71667,PPL,15,,0,,,1
13507341,Bagoubél,Bagoubel,14.35929,-16.89803,PPL,07,2248478,0,,,1
13509069,Bagui,Bagui,14.25185,-16.2172,PPL,10,2250807,0,,,1
2254487,Bahanga,Bahanga,12.88333,-16.08333,PPL,12,,0,,,1
2254485,Baharé,Bahare,12.78333,-12.9,PPL,17,,0,,,2
2254486,Baharé,Bahare,12.76667,-12.88333,PPL,17,,0,,,2
13552841,Bahdad,Bahdad,14.54106,-15.78224,PPL,09,2251492,0,,,1
2254483,Bahiré Foula,Bahire Foula,12.56667,-12.65,PPL,17,,0,,,1
2254482,Bahis Sek,Bahis Sek,15.56667,-16.35,PPL,13,,0,,,1
2254474,Baili-Ouamédaka,Baili-Ouamedaka,13.36396,-12.57656,PPL,05,,0,,,1
2254452,Bak,Bak,14.2,-16.01667,PPL,09,,0,,,2
13506748,Bak,Bak,14.56911,-16.64112,PPL,07,2248478,0,,,2
2254445,Bak Samba Dior,BakSambaDior,14.29385,-16.03745,PPL,10,,0,,,1
2254451,Bakadadji,Bakadadji,13.23333,-13.48333,PPL,05,,0,,,1
2254450,Bakadaji,Bakadaji,13.03333,-15.6,PPL,18,,0,,,1
2248700,Bakakak,Bakakak,14.59632,-16.48441,PPL,03,,0,,,1
2254449,Bakao,Bakao,16.58333,-15.1,PPL,14,,0,,,1
2254448,Bakaouka,Bakaouka,12.5399,-12.7965,PPL,17,,0,,,1
2254447,Bakayoko,Bakayoko,13.21667,-14.15,PPL,11,,0,,,1
2254446,Bakbous,Bakbous,14.66667,-16.4,PPL,03,,0,,,1
2254441,Bakel,Bakel,14.90238,-12.45935,PPL,05,,13329,,,1
2593135,Bakhalou,Bakhalou,13.84976,-16.57822,PPL,09,,0,,,1
13507456,Bakhamaye,Bakhamaye,14.40088,-16.58886,PPL,09,7670866,0,,,1
2254437,Bakhda,Bakhda,15.85,-16.15,PPL,13,,0,,,1
2254436,Bakhère,Bakhere,15.46667,-16.31667,PPL,13,,0,,,1
2254435,Bakhès,Bakhes,15.28333,-16.23333,PPL,13,,0,,,1
2254432,Baki Baki,Baki Baki,12.68333,-13.1,PPL,05,,0,,,1
13658772,Bakingaye,Bakingaye,13.14981,-16.13172,PPL,12,2253903,0,,,1
13507248,Bako Gour,BakoGour,14.54446,-16.21598,PPL,09,7670866,0,,,1
2253713,Bakobof,Bakobof,14.38131,-16.68018,PPL,09,,0,,,1
13658068,Bakoling,Bakoling,13.80629,-16.47115,PPL,09,2251792,0,,,1
2254429,Bakopone,Bakopone,14.63333,-16.55,PPL,03,,0,,,1
2254428,Bakor,Bakor,12.96667,-14.73333,PPL,11,,0,,,1
2254424,Bakoum,Bakoum,12.72111,-15.56278,PPL,18,,0,,,1
2254423,Bakoundi,Bakoundi,12.56667,-15.85,PPL,18,,0,,,1
2254422,Bakounou,Bakounou,12.45,-16.41667,PPL,12,,0,,,1
2254421,Bakoura,Bakoura,14.81233,-15.77573,PPL,03,,0,,,1
2254420,Bakous,Bakous,13.73453,-16.60587,PPL,09,,0,,,1
2254439,Bakèm Tataguine,BakemTataguine,14.42582,-16.63052,PPL,09,,0,,,1
2254438,Bakésaloum,Bakesaloum,13.71667,-15.83333,PPL,10,,0,,,1
2254371,Bal Gaye,Bal Gaye,15.05,-16.93333,PPL,07,,0,,,1
2254354,Bal Mayata,Bal Mayata,14.25,-14.51667,PPL,05,,0,,,1
2254418,Bala,Bala,14.03333,-13.16667,PPL,05,,0,,,1
2254413,Bala Bassène,Bala Bassene,13.06864,-16.19232,PPL,12,,0,,,1
2254412,Bala Bougou,BalaBougou,14.33998,-16.83066,PPL,07,,0,,,1
2254409,Bala Diobène,Bala Diobene,14.96667,-15.8,PPL,03,,0,,,1
13658790,Bala Djifalone,Bala Djifalone,13.07554,-16.18666,PPL,12,2253903,0,,,1
2254406,Bala Foulbé,Bala Foulbe,13.63333,-13.1,PPL,05,,0,,,1
2254405,Bala Guirène,Bala Guirene,13.08299,-16.19431,PPL,12,,0,,,1
2254399,Bala Mérétaol,Bala Meretaol,14.1,-13.68333,PPL,05,,0,,,1
2254410,Bala Ndiaye,BalaNdiaye,14.93673,-15.84206,PPL,03,,0,,,1
2254389,Bala Ougonor,Bala Ougonor,13.09415,-16.16211,PPL,12,,0,,,1
2254387,Bala Palène,Bala Palene,14.93333,-15.83333,PPL,03,,0,,,1
2254404,Balakonko,Balakonko,13.13986,-11.69779,PPL,17,,0,,,1
2254403,Balakounda,Balakounda,12.73333,-14.16667,PPL,11,,0,,,1
2254010,Balal Penda,Balal Penda,15.399,-15.8231,PPL,13,,0,,,1
2254402,Balala,Balala,12.95,-15.93333,PPL,18,,0,,,1
2254401,Balam Boulou,Balam Boulou,13.58333,-13.15,PPL,05,,0,,,1
2254396,Balandine,Balandine,13.01053,-16.3052,PPL,12,,0,,,1
2254398,Balandé,Balande,15.7683,-15.9184,PPL,13,,0,,,1
13658793,Balanga,Balanga,13.05053,-16.16005,PPL,12,2253903,0,,,1
2254391,Balankine,Balankine,12.88917,-15.98611,PPL,12,,0,,,2
2254392,Balankine,Balankine,12.71667,-16.05,PPL,12,,0,,,2
2254386,Balboto,Balboto,15.3426,-16.3456,PPL,13,,0,,,1
2254384,Baldi Kadjolé,Baldi Kadjole,14.53643,-12.8933,PPL,05,,0,,,1
2254381,Balel,Balel,15.26825,-12.903,PPL,15,,0,,,1
2254377,Balel Cissé,Balel Cisse,15.4369,-15.1416,PPL,13,,0,,,1
2254378,Balel Sall,Balel Sall,15.4351,-15.1367,PPL,13,,0,,,1
2254370,Bali,Bali,13.98333,-15.36667,PPL,16,,0,,,1
2254366,Bali Guéli,Bali Gueli,15.3394,-15.4354,PPL,13,,0,,,1
2254359,Bali Roto,Bali Roto,15.4454,-15.3765,PPL,13,,0,,,1
2254369,Balian,Balian,12.93889,-16.22917,PPL,12,,0,,,1
2254368,Balib,Balib,12.78333,-16.21667,PPL,12,,0,,,1
2254367,Baliga,Baliga,14.91,-16.88351,PPL,07,,0,,,1
2254365,Baline,Baline,12.91917,-16.45889,PPL,12,,0,,,1
2254361,Balingor,Balingor,12.77528,-16.35667,PPL,12,,0,,,2
2254363,Balingor,Balingor,12.51667,-15.93333,PPL,11,,0,,,2
2254357,Balkamissa,Balkamissa,13.16667,-15.01667,PPL,11,,0,,,1
2254397,Balla Ndiaye,Balla Ndiaye,15.095,-15.9323,PPL,13,,0,,,1
2254356,Balmadou,Balmadou,12.62333,-15.85917,PPL,18,,0,,,1
2254350,Balo Kounda,Balo Kounda,13.15,-13.9,PPL,11,,0,,,2
2254352,Balo Kounda,Balo Kounda,12.7,-14.7,PPL,11,,0,,,2
2254353,Balodji Sérèr,BalodjiSerer,14.98555,-15.77047,PPL,13,,0,,,1
2254349,Balokounda,Balokounda,13.33333,-13.78333,PPL,11,,0,,,2
2254351,Balokounda,Balokounda,12.93333,-14.2,PPL,11,,0,,,2
2254348,Balol,Balol,14.71553,-15.76437,PPL,09,,0,,,1
2254347,Balonguine,Balonguine,12.97444,-16.41861,PPL,12,,0,,,1
2254346,Balori,Balori,12.61667,-11.81667,PPL,17,,0,,,1
6648012,Balou,Balou,14.73802,-12.23802,PPL,05,,0,,,1
2254345,Balta,Balta,15.66667,-16.48333,PPL,13,,0,,,1
6645332,Balèl Pathé,Balel Pathe,16.06371,-13.40988,PPL,15,,0,,,1
2254376,Balénia,Balenia,12.9,-16.28333,PPL,12,,0,,,1
2254375,Balénian,Balenian,13.04956,-16.17507,PPL,12,,0,,,1
2254374,Baléou,Baleou,12.78111,-16.34389,PPL,12,,0,,,1
